PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,FamilySize,IsAlone,FamilyBucket,TicketGroupSize,FarePerPerson,Deck
662,0,3,male,40.0,0,0,7.225,C,Mr,1,1,alone,1,7.225,U
663,0,1,male,47.0,0,0,25.5875,S,Mr,1,1,alone,1,25.5875,E
664,0,3,male,36.0,0,0,7.4958,S,Mr,1,1,alone,1,7.4958,U
665,1,3,male,20.0,1,0,7.925,S,Mr,2,0,small,1,7.925,U
666,0,2,male,32.0,2,0,73.5,S,Mr,3,0,small,7,10.5,U
667,0,2,male,25.0,0,0,13.0,S,Mr,1,1,alone,1,13.0,U
668,0,3,male,30.0,0,0,7.775,S,Mr,1,1,alone,1,7.775,U
669,0,3,male,43.0,0,0,8.05,S,Mr,1,1,alone,1,8.05,U
670,1,1,female,35.0,1,0,52.0,S,Mrs,2,0,small,2,26.0,C
671,1,2,female,40.0,1,1,39.0,S,Mrs,3,0,small,3,13.0,U
672,0,1,male,31.0,1,0,52.0,S,Mr,2,0,small,2,26.0,B
673,0,2,male,70.0,0,0,10.5,S,Mr,1,1,alone,1,10.5,U
674,1,2,male,31.0,0,0,13.0,S,Mr,1,1,alone,1,13.0,U
675,0,2,male,30.0,0,0,0.0,S,Mr,1,1,alone,1,0.0,U
676,0,3,male,18.0,0,0,7.775,S,Mr,1,1,alone,1,7.775,U
677,0,3,male,24.5,0,0,8.05,S,Mr,1,1,alone,1,8.05,U
678,1,3,female,18.0,0,0,9.8417,S,Miss,1,1,alone,1,9.8417,U
679,0,3,female,43.0,1,6,46.9,S,Mrs,8,0,large,8,5.8625,U
680,1,1,male,36.0,0,1,512.3292,C,Mr,2,0,small,4,128.0823,B
681,0,3,female,21.0,0,0,8.1375,Q,Miss,1,1,alone,1,8.1375,U
682,1,1,male,27.0,0,0,76.7292,C,Mr,1,1,alone,3,25.576400000000003,D
683,0,3,male,20.0,0,0,9.225,S,Mr,1,1,alone,1,9.225,U
684,0,3,male,14.0,5,2,46.9,S,Mr,8,0,large,8,5.8625,U
685,0,2,male,60.0,1,1,39.0,S,Mr,3,0,small,3,13.0,U
686,0,2,male,25.0,1,2,41.5792,C,Mr,4,0,small,4,10.3948,U
687,0,3,male,14.0,4,1,39.6875,S,Mr,6,0,large,7,5.669642857142857,U
688,0,3,male,19.0,0,0,10.1708,S,Mr,1,1,alone,1,10.1708,U
689,0,3,male,18.0,0,0,7.7958,S,Mr,1,1,alone,1,7.7958,U
690,1,1,female,15.0,0,1,211.3375,S,Miss,2,0,small,4,52.834375,B
691,1,1,male,31.0,1,0,57.0,S,Mr,2,0,small,2,28.5,B
692,1,3,female,4.0,0,1,13.4167,C,Miss,2,0,small,2,6.70835,U
693,1,3,male,30.0,0,0,56.4958,S,Mr,1,1,alone,8,7.061975,U
694,0,3,male,25.0,0,0,7.225,C,Mr,1,1,alone,1,7.225,U
695,0,1,male,60.0,0,0,26.55,S,Rare,1,1,alone,1,26.55,U
696,0,2,male,52.0,0,0,13.5,S,Mr,1,1,alone,1,13.5,U
697,0,3,male,44.0,0,0,8.05,S,Mr,1,1,alone,1,8.05,U
698,1,3,female,21.0,0,0,7.7333,Q,Miss,1,1,alone,1,7.7333,U
699,0,1,male,49.0,1,1,110.8833,C,Mr,3,0,small,4,27.720825,C
700,0,3,male,42.0,0,0,7.65,S,Mr,1,1,alone,1,7.65,F
701,1,1,female,18.0,1,0,227.525,C,Mrs,2,0,small,5,45.505,C
702,1,1,male,35.0,0,0,26.2875,S,Mr,1,1,alone,1,26.2875,E
703,0,3,female,18.0,0,1,14.4542,C,Miss,2,0,small,2,7.2271,U
704,0,3,male,25.0,0,0,7.7417,Q,Mr,1,1,alone,1,7.7417,U
705,0,3,male,26.0,1,0,7.8542,S,Mr,2,0,small,1,7.8542,U
706,0,2,male,39.0,0,0,26.0,S,Mr,1,1,alone,2,13.0,U
707,1,2,female,45.0,0,0,13.5,S,Mrs,1,1,alone,1,13.5,U
708,1,1,male,42.0,0,0,26.2875,S,Mr,1,1,alone,1,26.2875,E
709,1,1,female,22.0,0,0,151.55,S,Miss,1,1,alone,6,25.258333333333336,U
710,1,3,male,3.5,1,1,15.2458,C,Master,3,0,small,3,5.081933333333333,U
711,1,1,female,24.0,0,0,49.5042,C,Miss,1,1,alone,1,49.5042,C
712,0,1,male,30.0,0,0,26.55,S,Mr,1,1,alone,1,26.55,C
713,1,1,male,48.0,1,0,52.0,S,Mr,2,0,small,2,26.0,C
714,0,3,male,29.0,0,0,9.4833,S,Mr,1,1,alone,1,9.4833,U
715,0,2,male,52.0,0,0,13.0,S,Mr,1,1,alone,2,6.5,U
716,0,3,male,19.0,0,0,7.65,S,Mr,1,1,alone,1,7.65,F
717,1,1,female,38.0,0,0,227.525,C,Miss,1,1,alone,5,45.505,C
718,1,2,female,27.0,0,0,10.5,S,Miss,1,1,alone,1,10.5,E
719,0,3,male,30.0,0,0,15.5,Q,Mr,1,1,alone,2,7.75,U
720,0,3,male,33.0,0,0,7.775,S,Mr,1,1,alone,1,7.775,U
721,1,2,female,6.0,0,1,33.0,S,Miss,2,0,small,3,11.0,U
722,0,3,male,17.0,1,0,7.0542,S,Mr,2,0,small,1,7.0542,U
723,0,2,male,34.0,0,0,13.0,S,Mr,1,1,alone,1,13.0,U
724,0,2,male,50.0,0,0,13.0,S,Mr,1,1,alone,1,13.0,U
725,1,1,male,27.0,1,0,53.1,S,Mr,2,0,small,2,26.55,E
726,0,3,male,20.0,0,0,8.6625,S,Mr,1,1,alone,1,8.6625,U
727,1,2,female,30.0,3,0,21.0,S,Mrs,4,0,small,2,10.5,U
728,1,3,female,21.0,0,0,7.7375,Q,Miss,1,1,alone,1,7.7375,U
729,0,2,male,25.0,1,0,26.0,S,Mr,2,0,small,2,13.0,U
730,0,3,female,25.0,1,0,7.925,S,Miss,2,0,small,1,7.925,U
731,1,1,female,29.0,0,0,211.3375,S,Miss,1,1,alone,4,52.834375,B
732,0,3,male,11.0,0,0,18.7875,C,Mr,1,1,alone,2,9.39375,U
733,0,2,male,30.0,0,0,0.0,S,Mr,1,1,alone,1,0.0,U
734,0,2,male,23.0,0,0,13.0,S,Mr,1,1,alone,1,13.0,U
735,0,2,male,23.0,0,0,13.0,S,Mr,1,1,alone,1,13.0,U
736,0,3,male,28.5,0,0,16.1,S,Mr,1,1,alone,2,8.05,U
737,0,3,female,48.0,1,3,34.375,S,Mrs,5,0,large,5,6.875,U
738,1,1,male,35.0,0,0,512.3292,C,Mr,1,1,alone,4,128.0823,B
739,0,3,male,30.0,0,0,7.8958,S,Mr,1,1,alone,1,7.8958,U
740,0,3,male,30.0,0,0,7.8958,S,Mr,1,1,alone,1,7.8958,U
741,1,1,male,30.0,0,0,30.0,S,Mr,1,1,alone,1,30.0,D
742,0,1,male,36.0,1,0,78.85,S,Mr,2,0,small,3,26.28333333333333,C
743,1,1,female,21.0,2,2,262.375,C,Miss,5,0,large,7,37.482142857142854,B
744,0,3,male,24.0,1,0,16.1,S,Mr,2,0,small,2,8.05,U
745,1,3,male,31.0,0,0,7.925,S,Mr,1,1,alone,1,7.925,U
746,0,1,male,70.0,1,1,71.0,S,Rare,3,0,small,2,35.5,B
747,0,3,male,16.0,1,1,20.25,S,Mr,3,0,small,3,6.75,U
748,1,2,female,30.0,0,0,13.0,S,Miss,1,1,alone,1,13.0,U
749,0,1,male,19.0,1,0,53.1,S,Mr,2,0,small,2,26.55,D
750,0,3,male,31.0,0,0,7.75,Q,Mr,1,1,alone,1,7.75,U
751,1,2,female,4.0,1,1,23.0,S,Miss,3,0,small,3,7.666666666666667,U
752,1,3,male,6.0,0,1,12.475,S,Master,2,0,small,2,6.2375,E
753,0,3,male,33.0,0,0,9.5,S,Mr,1,1,alone,1,9.5,U
754,0,3,male,23.0,0,0,7.8958,S,Mr,1,1,alone,1,7.8958,U
755,1,2,female,48.0,1,2,65.0,S,Mrs,4,0,small,5,13.0,U
756,1,2,male,0.67,1,1,14.5,S,Master,3,0,small,2,7.25,U
757,0,3,male,28.0,0,0,7.7958,S,Mr,1,1,alone,1,7.7958,U
758,0,2,male,18.0,0,0,11.5,S,Mr,1,1,alone,1,11.5,U
759,0,3,male,34.0,0,0,8.05,S,Mr,1,1,alone,1,8.05,U
760,1,1,female,33.0,0,0,86.5,S,Rare,1,1,alone,3,28.833333333333332,B
761,0,3,male,30.0,0,0,14.5,S,Mr,1,1,alone,2,7.25,U
762,0,3,male,41.0,0,0,7.125,S,Mr,1,1,alone,1,7.125,U
763,1,3,male,20.0,0,0,7.2292,C,Mr,1,1,alone,1,7.2292,U
764,1,1,female,36.0,1,2,120.0,S,Mrs,4,0,small,4,30.0,B
765,0,3,male,16.0,0,0,7.775,S,Mr,1,1,alone,1,7.775,U
766,1,1,female,51.0,1,0,77.9583,S,Mrs,2,0,small,3,25.986099999999997,D
767,0,1,male,48.5,0,0,39.6,C,Rare,1,1,alone,1,39.6,U
768,0,3,female,30.5,0,0,7.75,Q,Miss,1,1,alone,1,7.75,U
769,0,3,male,30.0,1,0,24.15,Q,Mr,2,0,small,3,8.049999999999999,U
770,0,3,male,32.0,0,0,8.3625,S,Mr,1,1,alone,1,8.3625,U
771,0,3,male,24.0,0,0,9.5,S,Mr,1,1,alone,1,9.5,U
772,0,3,male,48.0,0,0,7.8542,S,Mr,1,1,alone,1,7.8542,U
773,0,2,female,57.0,0,0,10.5,S,Mrs,1,1,alone,2,5.25,E
774,0,3,male,30.0,0,0,7.225,C,Mr,1,1,alone,1,7.225,U
775,1,2,female,54.0,1,3,23.0,S,Mrs,5,0,large,2,11.5,U
776,0,3,male,18.0,0,0,7.75,S,Mr,1,1,alone,1,7.75,U
777,0,3,male,30.0,0,0,7.75,Q,Mr,1,1,alone,1,7.75,F
778,1,3,female,5.0,0,0,12.475,S,Miss,1,1,alone,2,6.2375,U
779,0,3,male,30.0,0,0,7.7375,Q,Mr,1,1,alone,1,7.7375,U
780,1,1,female,43.0,0,1,211.3375,S,Mrs,2,0,small,4,52.834375,B
781,1,3,female,13.0,0,0,7.2292,C,Miss,1,1,alone,1,7.2292,U
782,1,1,female,17.0,1,0,57.0,S,Mrs,2,0,small,2,28.5,B
783,0,1,male,29.0,0,0,30.0,S,Mr,1,1,alone,1,30.0,D
784,0,3,male,30.0,1,2,23.45,S,Mr,4,0,small,4,5.8625,U
785,0,3,male,25.0,0,0,7.05,S,Mr,1,1,alone,1,7.05,U
786,0,3,male,25.0,0,0,7.25,S,Mr,1,1,alone,1,7.25,U
787,1,3,female,18.0,0,0,7.4958,S,Miss,1,1,alone,1,7.4958,U
788,0,3,male,8.0,4,1,29.125,Q,Master,6,0,large,6,4.854166666666667,U
789,1,3,male,1.0,1,2,20.575,S,Master,4,0,small,4,5.14375,U
790,0,1,male,46.0,0,0,79.2,C,Mr,1,1,alone,2,39.6,B
791,0,3,male,30.0,0,0,7.75,Q,Mr,1,1,alone,1,7.75,U
792,0,2,male,16.0,0,0,26.0,S,Mr,1,1,alone,2,13.0,U
793,0,3,female,21.0,8,2,69.55,S,Miss,11,0,large,11,6.322727272727272,U
794,0,1,male,30.0,0,0,30.6958,C,Mr,1,1,alone,1,30.6958,U
795,0,3,male,25.0,0,0,7.8958,S,Mr,1,1,alone,1,7.8958,U
796,0,2,male,39.0,0,0,13.0,S,Mr,1,1,alone,1,13.0,U
797,1,1,female,49.0,0,0,25.9292,S,Rare,1,1,alone,1,25.9292,D
798,1,3,female,31.0,0,0,8.6833,S,Mrs,1,1,alone,1,8.6833,U
799,0,3,male,30.0,0,0,7.2292,C,Mr,1,1,alone,1,7.2292,U
800,0,3,female,30.0,1,1,24.15,S,Mrs,3,0,small,3,8.049999999999999,U
801,0,2,male,34.0,0,0,13.0,S,Mr,1,1,alone,2,6.5,U
802,1,2,female,31.0,1,1,26.25,S,Mrs,3,0,small,3,8.75,U
803,1,1,male,11.0,1,2,120.0,S,Master,4,0,small,4,30.0,B
804,1,3,male,0.42,0,1,8.5167,C,Master,2,0,small,2,4.25835,U
805,1,3,male,27.0,0,0,6.975,S,Mr,1,1,alone,1,6.975,U
806,0,3,male,31.0,0,0,7.775,S,Mr,1,1,alone,1,7.775,U
807,0,1,male,39.0,0,0,0.0,S,Mr,1,1,alone,1,0.0,A
808,0,3,female,18.0,0,0,7.775,S,Miss,1,1,alone,1,7.775,U
809,0,2,male,39.0,0,0,13.0,S,Mr,1,1,alone,1,13.0,U
810,1,1,female,33.0,1,0,53.1,S,Mrs,2,0,small,2,26.55,E
811,0,3,male,26.0,0,0,7.8875,S,Mr,1,1,alone,1,7.8875,U
812,0,3,male,39.0,0,0,24.15,S,Mr,1,1,alone,3,8.049999999999999,U
813,0,2,male,35.0,0,0,10.5,S,Mr,1,1,alone,1,10.5,U
814,0,3,female,6.0,4,2,31.275,S,Miss,7,0,large,7,4.4678571428571425,U
815,0,3,male,30.5,0,0,8.05,S,Mr,1,1,alone,1,8.05,U
816,0,1,male,30.0,0,0,0.0,S,Mr,1,1,alone,2,0.0,B
817,0,3,female,23.0,0,0,7.925,S,Miss,1,1,alone,1,7.925,U
818,0,2,male,31.0,1,1,37.0042,C,Mr,3,0,small,3,12.334733333333332,U
819,0,3,male,43.0,0,0,6.45,S,Mr,1,1,alone,1,6.45,U
820,0,3,male,10.0,3,2,27.9,S,Master,6,0,large,6,4.6499999999999995,U
821,1,1,female,52.0,1,1,93.5,S,Mrs,3,0,small,4,23.375,B
822,1,3,male,27.0,0,0,8.6625,S,Mr,1,1,alone,1,8.6625,U
823,0,1,male,38.0,0,0,0.0,S,Rare,1,1,alone,1,0.0,U
824,1,3,female,27.0,0,1,12.475,S,Mrs,2,0,small,2,6.2375,E
825,0,3,male,2.0,4,1,39.6875,S,Master,6,0,large,7,5.669642857142857,U
826,0,3,male,30.0,0,0,6.95,Q,Mr,1,1,alone,1,6.95,U
827,0,3,male,30.0,0,0,56.4958,S,Mr,1,1,alone,8,7.061975,U
828,1,2,male,1.0,0,2,37.0042,C,Master,3,0,small,3,12.334733333333332,U
829,1,3,male,30.0,0,0,7.75,Q,Mr,1,1,alone,1,7.75,U
830,1,1,female,62.0,0,0,80.0,S,Mrs,1,1,alone,2,40.0,B
831,1,3,female,15.0,1,0,14.4542,C,Mrs,2,0,small,2,7.2271,U
832,1,2,male,0.83,1,1,18.75,S,Master,3,0,small,3,6.25,U
833,0,3,male,30.0,0,0,7.2292,C,Mr,1,1,alone,1,7.2292,U
834,0,3,male,23.0,0,0,7.8542,S,Mr,1,1,alone,1,7.8542,U
835,0,3,male,18.0,0,0,8.3,S,Mr,1,1,alone,1,8.3,U
836,1,1,female,39.0,1,1,83.1583,C,Miss,3,0,small,3,27.71943333333333,E
837,0,3,male,21.0,0,0,8.6625,S,Mr,1,1,alone,1,8.6625,U
838,0,3,male,30.0,0,0,8.05,S,Mr,1,1,alone,1,8.05,U
839,1,3,male,32.0,0,0,56.4958,S,Mr,1,1,alone,8,7.061975,U
840,1,1,male,30.0,0,0,29.7,C,Mr,1,1,alone,1,29.7,C
841,0,3,male,20.0,0,0,7.925,S,Mr,1,1,alone,1,7.925,U
842,0,2,male,16.0,0,0,10.5,S,Mr,1,1,alone,2,5.25,U
843,1,1,female,30.0,0,0,31.0,C,Miss,1,1,alone,2,15.5,U
844,0,3,male,34.5,0,0,6.4375,C,Mr,1,1,alone,1,6.4375,U
845,0,3,male,17.0,0,0,8.6625,S,Mr,1,1,alone,1,8.6625,U
846,0,3,male,42.0,0,0,7.55,S,Mr,1,1,alone,1,7.55,U
847,0,3,male,30.0,8,2,69.55,S,Mr,11,0,large,11,6.322727272727272,U
848,0,3,male,35.0,0,0,7.8958,C,Mr,1,1,alone,1,7.8958,U
849,0,2,male,28.0,0,1,33.0,S,Rare,2,0,small,3,11.0,U
850,1,1,female,35.0,1,0,89.1042,C,Mrs,2,0,small,2,44.5521,C
851,0,3,male,4.0,4,2,31.275,S,Master,7,0,large,7,4.4678571428571425,U
852,0,3,male,74.0,0,0,7.775,S,Mr,1,1,alone,1,7.775,U
853,0,3,female,9.0,1,1,15.2458,C,Miss,3,0,small,3,5.081933333333333,U
854,1,1,female,16.0,0,1,39.4,S,Miss,2,0,small,2,19.7,D
855,0,2,female,44.0,1,0,26.0,S,Mrs,2,0,small,2,13.0,U
856,1,3,female,18.0,0,1,9.35,S,Mrs,2,0,small,2,4.675,U
857,1,1,female,45.0,1,1,164.8667,S,Mrs,3,0,small,4,41.216675,U
858,1,1,male,51.0,0,0,26.55,S,Mr,1,1,alone,1,26.55,E
859,1,3,female,24.0,0,3,19.2583,C,Mrs,4,0,small,4,4.814575,U
860,0,3,male,30.0,0,0,7.2292,C,Mr,1,1,alone,1,7.2292,U
861,0,3,male,41.0,2,0,14.1083,S,Mr,3,0,small,2,7.05415,U
862,0,2,male,21.0,1,0,11.5,S,Mr,2,0,small,1,11.5,U
863,1,1,female,48.0,0,0,25.9292,S,Mrs,1,1,alone,1,25.9292,D
864,0,3,female,21.0,8,2,69.55,S,Miss,11,0,large,11,6.322727272727272,U
865,0,2,male,24.0,0,0,13.0,S,Mr,1,1,alone,1,13.0,U
866,1,2,female,42.0,0,0,13.0,S,Mrs,1,1,alone,1,13.0,U
867,1,2,female,27.0,1,0,13.8583,C,Miss,2,0,small,1,13.8583,U
868,0,1,male,31.0,0,0,50.4958,S,Mr,1,1,alone,1,50.4958,A
869,0,3,male,30.0,0,0,9.5,S,Mr,1,1,alone,1,9.5,U
870,1,3,male,4.0,1,1,11.1333,S,Master,3,0,small,3,3.7111,U
871,0,3,male,26.0,0,0,7.8958,S,Mr,1,1,alone,1,7.8958,U
872,1,1,female,47.0,1,1,52.5542,S,Mrs,3,0,small,2,26.2771,D
873,0,1,male,33.0,0,0,5.0,S,Mr,1,1,alone,1,5.0,B
874,0,3,male,47.0,0,0,9.0,S,Mr,1,1,alone,1,9.0,U
875,1,2,female,28.0,1,0,24.0,C,Mrs,2,0,small,2,12.0,U
876,1,3,female,15.0,0,0,7.225,C,Miss,1,1,alone,1,7.225,U
877,0,3,male,20.0,0,0,9.8458,S,Mr,1,1,alone,2,4.9229,U
878,0,3,male,19.0,0,0,7.8958,S,Mr,1,1,alone,1,7.8958,U
879,0,3,male,30.0,0,0,7.8958,S,Mr,1,1,alone,1,7.8958,U
880,1,1,female,56.0,0,1,83.1583,C,Mrs,2,0,small,3,27.71943333333333,C
881,1,2,female,25.0,0,1,26.0,S,Mrs,2,0,small,2,13.0,U
882,0,3,male,33.0,0,0,7.8958,S,Mr,1,1,alone,1,7.8958,U
883,0,3,female,22.0,0,0,10.5167,S,Miss,1,1,alone,1,10.5167,U
884,0,2,male,28.0,0,0,10.5,S,Mr,1,1,alone,1,10.5,U
885,0,3,male,25.0,0,0,7.05,S,Mr,1,1,alone,1,7.05,U
886,0,3,female,39.0,0,5,29.125,Q,Mrs,6,0,large,6,4.854166666666667,U
887,0,2,male,27.0,0,0,13.0,S,Rare,1,1,alone,1,13.0,U
888,1,1,female,19.0,0,0,30.0,S,Miss,1,1,alone,1,30.0,B
889,0,3,female,21.0,1,2,23.45,S,Miss,4,0,small,4,5.8625,U
890,1,1,male,26.0,0,0,30.0,C,Mr,1,1,alone,1,30.0,C
891,0,3,male,32.0,0,0,7.75,Q,Mr,1,1,alone,1,7.75,U
